SMILES,Docked_SMILES,Score
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(CC3=CN(C4=CC=CC=C43)CCCOC)C5CC5,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc21,-7
CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCCOC,COCCNC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc1,-8.2
CC1=CC(=C(C=C1)NC2=C(N=NC3=CC(=C(C=C32)N4CCCN(CC4)CCO)OC)C(=O)N)F,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCCN(CCO)CC1,-7.8
CC1=CC(=C(C=C1)NC2=C(N=NC3=CC(=C(C=C32)N4CCN(CC4)S(=O)(=O)C)OC)C(=O)N)F,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(S(C)(=O)=O)CC1,-8.4
CC1=CC(=C(C=C1)NC2=C(N=NC3=CC(=C(C=C32)N4CCC(CC4)OC)OC)C(=O)N)F,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCC(OC)CC1,-7.9
CC(CC1=CC=CC=N1)N2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CC=C(C=C4)OC(F)(F)F,CC(Cc1ccccn1)N1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,-8.5
CN1CCN(CC1)CC2=CC3=C(C=C2)N(C=C3)S(=O)(=O)C4=CC=CC=C4,CN1CCN(Cc2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)CC1,-8
C1CCN[C@@H](C1)C(=O)N[C@@H](CC2=CC=C(C=C2)C3=CC=C(C=C3)C#N)C#N,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)cc2)cc1,-6.8
C1CNCCC1COC2=NC(=CN=C2C#N)NC3=CC4=CC=CC=C4C=N3,N#Cc1ncc(Nc2cc3ccccc3cn2)nc1OCC1CCNCC1,-7.8
C1CNCCC1COC2=NC(=CN=C2C#N)NC3=NC=C4C(=C3)C=CC=C4Cl,N#Cc1ncc(Nc2cc3cccc(Cl)c3cn2)nc1OCC1CCNCC1,-8.4
CNC(=O)C(CC1=C(C(=C(C(=C1F)F)F)F)F)NC(=O)NC2=NNC(=S)S2,CNC(=O)C(Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)Nc1n[nH]c(=S)s1,-8.3
CC(=O)NC(C1=CC=CS1)C2=CC(=C3C=CC=NC3=C2O)F,CC(=O)NC(c1cccs1)c1cc(F)c2cccnc2c1O,-7.4
CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC4=C(CCN(CC4)CCCC(=O)O)C=C3)C#N,CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(CCCC(=O)O)CC4)no2)cc1C#N,-8.6
C1=CC=C(C=C1)COC2=CC=C(C=C2)CCCCCS(=O)(=O)F,O=S(=O)(F)CCCCCc1ccc(OCc2ccccc2)cc1,-8.1
C1CC(CN(C1)C(=O)NC2=CC=C(C=C2)Cl)(CCC(=O)O)C3=CC=CC=C3,O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,-8.7
C1CN(CCC12CNC(=O)O2)C3=NC=C(C=C3)C(=O)NC4=C(C=CC(=C4)C5=CC=CC=C5)N,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,-8.5
C1CN(CCC12CNC(=O)O2)C3=NC=C(C=C3)C(=O)NC4=C(C=CC(=C4)C5=CSC=C5)N,Nc1ccc(-c2ccsc2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,-8
COC1=C(C=C(C=C1)CN2CCC(CC2)NC3=NC4=CC=CC=C4O3)OCCF,COc1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1OCCF,-7.7
CCC(C1=NC(=NO1)C)NC2=CC(=NC3=C(C(=NN23)C)C4=C(C=C(C=C4)OC)C)C,CCC(Nc1cc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12)c1nc(C)no1,-9.1
CCC1=CC(=CC2=C1OC(C(=C2)C(=O)O)C(F)(F)F)OC(F)(F)F,CCc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,-7.6
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)OC,COc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,-8.6
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)F,Cc1cc(Nc2nn(Cc3ccc(F)cc3)c(=O)c3ccccc23)n[nH]1,-8.9
CCCS(=O)(=O)N1CCC(CC1)C2=CNC3=C2C=C(C=C3C(=O)N)C4=CC=CC=C4,CCCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1,-9.9
C1=CC=C(C(=C1)C2=CC(=CC=C2)C3=CN=C(N3)C(=O)N)C(F)(F)F,NC(=O)c1ncc(-c2cccc(-c3ccccc3C(F)(F)F)c2)[nH]1,-8.6
C1=CC=C(C(=C1)C2=CC(=CC=C2)C3=NNC(=C3)C(=O)N)OC(F)(F)F,NC(=O)c1cc(-c2cccc(-c3ccccc3OC(F)(F)F)c2)n[nH]1,-8.6
CC(C)(C)C1=CC(=C(C=C1)OC)NC(=O)C(=O)C2=CC=C(C3=CC=CC=C32)OCCN4CCOCC4,COc1ccc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,-7.1
CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC(=C3)C4=CN=CC=C4,CN1C(=O)C(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1N,-8.7
C1=C(C2=NON=C2C(=C1)SCCCCO)[N+](=O)[O-],O=[N+]([O-])c1ccc(SCCCCO)c2nonc12,-6.9
CC1=CC(=C(C(=O)N1CC2=CC=C(C=C2)C(=O)N)Br)OCC3=C(C=C(C=C3)F)F,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1ccc(C(N)=O)cc1,-8.8
C1=CC=C(C=C1)C2=C(C=C(C=C2)CNC3=NC4=CC=CC=C4N3[C@H]5[C@@H]([C@@H]([C@H](O5)CO)O)O)OCCCCO,OCCCCOc1cc(CNc2nc3ccccc3n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)ccc1-c1ccccc1,-8.2
CO[C@]12CC[C@@]3(C[C@@H]1NC(=O)/C=C/C4=CC=CC=C4)[C@H]5CC6=C7[C@]3([C@H]2OC7=C(C=C6)O)CCN5CC8CC8,CO[C@]12CC[C@@]3(C[C@@H]1NC(=O)/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,-7.5
CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/C4=CC=CC=C4)[C@H]5CC6=C7[C@]3([C@H]2OC7=C(C=C6)O)CCN5CC8CC8,CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,-8.9
CC(C)(C)OC(=O)NC1CCC(CC1)CCN2CCC3=C(C2)C=C(C=C3)C#N,CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,-7.1
C1CCN(C1)CC2=CC=C(C=C2)C3=C4CCNC(=O)C5=C4C(=CC=C5)N3,O=C1NCCc2c(-c3ccc(CN4CCCC4)cc3)[nH]c3cccc1c23,-9
CCC(C)(C)CC[C@@H](C(=O)NC1(CCN(CC1)C)C#N)NC(=O)N2CCOCC2,CCC(C)(C)CC[C@H](NC(=O)N1CCOCC1)C(=O)NC1(C#N)CCN(C)CC1,-7.2
CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CC=CC=C3Cl,CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,-8.1
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)NC(=O)C,CC(=O)Nc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,-9.2
C1CN(CCN1)CCOC2=CC=CC(=C2)CC(=O)NC3=NC(=CS3)C4=CNC5=C4C=CC=N5,O=C(Cc1cccc(OCCN2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,-8.9
C1=CC(=CC=C1COC2=CC=C(C=C2)Cl)C(=N)N,N=C(N)c1ccc(COc2ccc(Cl)cc2)cc1,-7.5
CCC1=CC(=CC2=C1O[C@H](C(=C2)C(=O)O)C(F)(F)F)OC(F)(F)F,CCc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,-7.6
C1CN(CCN1)CCCOC2=CC=CC(=C2)CC(=O)NC3=NC(=CS3)C4=CNC5=C4C=CC=N5,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,-8
CC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C(=N2)NC4=NNC(=C4)C,Cc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,-9.1
COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=CC(=C(C=C3)C#N)C(F)(F)F,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,-8.2
CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,-9.4
CCCCCCC(C(C1=CN=CC=C1)(C2=CN=CC=C2)O)N3CCOCC3,CCCCCCC(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,-7.3
CC1=CC(=CC=C1)N2C(=O)C3=CC=CC=C3C(=N2)NC4=NNC(=C4)C,Cc1cccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,-8.7
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)OC,COc1ccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,-8.3
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)F,Cc1cc(Nc2nn(-c3ccc(F)cc3)c(=O)c3ccccc23)n[nH]1,-8.8
C1=CC2=C(C(=C1)Br)C(=CS2)CNS(=O)(=O)N,NS(=O)(=O)NCc1csc2cccc(Br)c12,-6.5
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC(=CC=C4)OC,COc1cccc(Cn2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)c1,-9
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)S(=O)(=O)C,Cc1cc(Nc2nn(Cc3ccc(S(C)(=O)=O)cc3)c(=O)c3ccccc23)n[nH]1,-8
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC(=CC(=C4)F)F,Cc1cc(Nc2nn(Cc3cc(F)cc(F)c3)c(=O)c3ccccc23)n[nH]1,-9.1
CCCCC(C(C1=CN=CC=C1)(C2=CN=CC=C2)O)N3CCOCC3,CCCCC(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1,-7.5
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=CC=C4,Cc1cc(Nc2nn(Cc3ccccc3)c(=O)c3ccccc23)n[nH]1,-8.5
COC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=O)S2)OC3=C(C=C(C=C3)C(=O)OC)[N+](=O)[O-],COC(=O)c1ccc(Oc2ccc(/C=C3\SC(=O)NC3=O)cc2OC)c([N+](=O)[O-])c1,-7.5
CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC(=C3)C4=CC(=CC=C4)OC,COc1cccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)c1,-9.3
C1=CC2=C(C=C1Cl)C(=CS2)CNS(=O)(=O)N,NS(=O)(=O)NCc1csc2ccc(Cl)cc12,-7
C[C@H]1[C@@H]2CC[C@]([C@@H]3CC=C([C@@H]3[C@H]2OC1=O)C)(C)O,CC1=CC[C@@H]2[C@H]1[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@]2(C)O,-7.1
C1CC(CCC1CN)C(=O)NC(CC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CC(=O)O,NCC1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccc(CC(=O)O)cc2)CC1,-8.3
CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)C,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)n2)s1,-9.6
CC1=CN2C(=O)C=C(N=C2C(=C1)NCC3=CC=CC=C3)N4CCOCC4,Cc1cc(NCc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,-8.7
C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=CC(=C(C4=CC=CC=C43)O)SC5=NC=NN5,O=S(=O)(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1ccc2ccccc2c1,-9.6
CN1C2=C(C=N1)C(=NC(=N2)NCCC3=CNC4=CC=CC=C43)N5CCOCC5,Cn1ncc2c(N3CCOCC3)nc(NCCc3c[nH]c4ccccc34)nc21,-9.1
C1C[C@H](N(C1)S(=O)(=O)C2=CC=C(S2)Cl)C(=O)O,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)s1,-6.6
COC(=O)[C@@H]1[C@H]2CC[C@@H]3N2C/C(=C\C4=CC=C(C=C4)C5=CC(=CC=C5)F)/[C@H]1C3,COC(=O)[C@H]1[C@@H]2C[C@@H]3CC[C@H]1N3C/C2=C\c1ccc(-c2cccc(F)c2)cc1,-8.2
CNC1=C(C=CC(=C1)N2CCCNCC2)S(=O)(=O)C3=CC=CC(=C3)F,CNc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1cccc(F)c1,-8.2
COC(=O)[C@@H]1[C@H]2CC[C@@H]3N2C/C(=C\C4=CC=C(C=C4)C5=CC(=C(C=C5)F)F)/[C@H]1C3,COC(=O)[C@H]1[C@@H]2C[C@@H]3CC[C@H]1N3C/C2=C\c1ccc(-c2ccc(F)c(F)c2)cc1,-8.1
COC1=CC(=C(C=C1)Br)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4=CC=C(C=C4)F,COc1ccc(Br)c(C(=O)Nn2c(-c3ccc(F)cc3)nc3ccccc3c2=O)c1,-8.6
C1=CC=C(C(=C1)CSC2=NC3=C(C4=CC=CC=C4N3)N=N2)C(=O)O,O=C(O)c1ccccc1CSc1nnc2c(n1)[nH]c1ccccc12,-9.4
COC(=O)[C@@H]1[C@H]2CC[C@@H]3N2C/C(=C\C4=CC=C(C=C4)C5=CC(=CC(=C5)F)F)/[C@H]1C3,COC(=O)[C@H]1[C@@H]2C[C@@H]3CC[C@H]1N3C/C2=C\c1ccc(-c2cc(F)cc(F)c2)cc1,-8.1
COC(=O)[C@@H]1[C@H]2CC[C@@H]3N2C/C(=C\C#CC4=C(C=CC=C4F)F)/[C@H]1C3,COC(=O)[C@H]1[C@@H]2C[C@@H]3CC[C@H]1N3C/C2=C\C#Cc1c(F)cccc1F,-9.1
CC(C)CN1C2=CC=CC=C2N=C1C3=NON=C3N,CC(C)Cn1c(-c2nonc2N)nc2ccccc21,-7.4
C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=CC=C4,O=C1C(Nc2ccccc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,-7.7
C1=CC=C(C=C1)CC(=NNC(=S)N)CC2=CC=CC=C2,NC(=S)NN=C(Cc1ccccc1)Cc1ccccc1,-7.1
CC1=CC(=CC=C1)CN2C(=NC3=C2C(=O)N(C(=O)N3C)C)CN4CCN(CC4)C(=O)C5=CC=CO5,Cc1cccc(Cn2c(CN3CCN(C(=O)c4ccco4)CC3)nc3c2c(=O)n(C)c(=O)n3C)c1,-9
C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)COC3=CC=C(C=C3)N4C=CN=C4,O=C(COc1ccc(-n2ccnc2)cc1)Nc1ccc(-c2ccccc2)cc1,-8.3
COC1=CC2=C(C=C1)N=C(N2)SCC3=CC=CC=N3,COc1ccc2nc(SCc3ccccn3)[nH]c2c1,-7.4
CC1=C2C(=CC=C1)CO[P@@](=O)(O2)OC[C@@H]3C=C[C@@H](O3)N4C=C(C(=O)NC4=O)C,Cc1cccc2c1O[P@@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)OC2,-9.2
CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO[P@]3(=O)OCC4=C(O3)C(=CC=C4)C(C)(C)C,Cc1cn([C@H]2C=C[C@@H](CO[P@]3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,-8.4
CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO[P@@]3(=O)OCC4=C(O3)C(=CC=C4)C(C)(C)C,Cc1cn([C@H]2C=C[C@@H](CO[P@@]3(=O)OCc4cccc(C(C)(C)C)c4O3)O2)c(=O)[nH]c1=O,-8.5
CC(C)C1=CN=C(S1)NC(=O)C(C)C2=CC=C(C=C2)NC(=O)C,CC(=O)Nc1ccc(C(C)C(=O)Nc2ncc(C(C)C)s2)cc1,-8.2
CC1=NC=CC(=C1)C#CC2=CN(C(=N2)C)C3=CC(=CC=C3)F,Cc1cc(C#Cc2cn(-c3cccc(F)c3)c(C)n2)ccn1,-7.7
CCCCCCCC(C1=CC(=CC=C1)Cl)(C(=O)N)O,CCCCCCCC(O)(C(N)=O)c1cccc(Cl)c1,-6.5
CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CN=CC=C3,CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,-7.7
CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCOCC5,Cc1cc(Nc2cc(N3CCOCC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,-8.1
C1CN(CCC1C(=O)O)C2=NC(=C3C(=C2)C=CC=N3)C4=CC=CC(=C4)C#N,N#Cc1cccc(-c2nc(N3CCC(C(=O)O)CC3)cc3cccnc23)c1,-9
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)Cl)OS(=O)(=O)N,C[C@]12CC[C@@H]3c4cc(Cl)c(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,-8
CC1=CC(=NN1C2=CC=CC(=C2)C3=CC=CC=C3OC(F)(F)F)C(=O)N,Cc1cc(C(N)=O)nn1-c1cccc(-c2ccccc2OC(F)(F)F)c1,-9.7
CCOCC1(C2=C(C[C@@H](N1)C3=NC=C(N3)C4=CC=CC=C4)C5=CC=CC=C5N2)COCC,CCOCC1(COCC)N[C@@H](c2ncc(-c3ccccc3)[nH]2)Cc2c1[nH]c1ccccc21,-7.9
C1CC2=CC=CC=C2OC1CNCCCCN3C(=O)C4=CC=CC=C4S3(=O)=O,O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,-8
C1CCN(C1)CCOC2=CC=CC3=C2C=CN3S(=O)(=O)C4=CC(=CC=C4)Cl,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(OCCN3CCCC3)cccc21,-7.5
CC(C)(C)C1=C(C=C2C=C(C(OC2=C1)C(F)(F)F)C(=O)O)Cl,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,-7.4
CC1=NC=CC2=C1NC3=C2C=CC(=C3)OCC4CCCCC4,Cc1nccc2c1[nH]c1cc(OCC3CCCCC3)ccc12,-7.6
C1=CC2=C(C=C1C(F)(F)F)NN=C2NC3=CN=C(C=C3)Cl,FC(F)(F)c1ccc2c(Nc3ccc(Cl)nc3)n[nH]c2c1,-7.9
COC1=CC=C(C=C1)CCN(CCC(=O)NO)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3,COc1ccc(CCN(CCC(=O)NO)S(=O)(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,-8.2
CCCN(CCC)C(=O)C1=CC=CC(=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CNCC3=CC(=CC=C3)OC,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)CNCc2cccc(OC)c2)c1,-8.5
CC(C)[C@](C1=CC2=C(C=C1)C=C(C=C2)OC)(C3=CN=CN3)O,COc1ccc2cc([C@](O)(c3cnc[nH]3)C(C)C)ccc2c1,-7.2
CCS(=O)(=O)C1=CC(=C(C=C1)CN2C(=C(C3=C2N=CC=C3)CC(=O)O)C)Cl,CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(Cl)c1,-8.6
CN1CCN(CC1)CCOC2=CC=CC(=C2)CC(=O)NC3=NC(=CS3)C4=CNC5=C4C=CC=N5,CN1CCN(CCOc2cccc(CC(=O)Nc3nc(-c4c[nH]c5ncccc45)cs3)c2)CC1,-8.7
CCOC1=C(C=CC(=C1)CN2CCC(CC2)NC3=NC4=C(O3)C=C(C=C4)C(=O)O)Cl,CCOc1cc(CN2CCC(Nc3nc4ccc(C(=O)O)cc4o3)CC2)ccc1Cl,-8.1
CC(C)(C)C1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,CC(C)(C)c1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,-8.7
C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)CCNCC4=CC=C(C=C4)/C=C/C(=O)NO,O=C(/C=C/c1ccc(CNCCc2c(-c3ccccc3)[nH]c3ccccc23)cc1)NO,-8.8
C1=CC=C2C(=C1)C(=C(N2)C3=CC=CC=N3)CCNCC4=CC=C(C=C4)/C=C/C(=O)NO,O=C(/C=C/c1ccc(CNCCc2c(-c3ccccn3)[nH]c3ccccc23)cc1)NO,-8.4
CCCN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)/C=C/C(=O)NO,CCCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,-6.8
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OP(=O)(O)O)O,O=c1cc(-c2ccccc2)oc2cc(O)c(OP(=O)(O)O)c(O)c12,-8
CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N,CC(N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1,-8
CN(C)C1CC(C1)C2=CNC3=C2C=C(C=C3)CC4COC(=O)N4,CN(C)C1CC(c2c[nH]c3ccc(CC4COC(=O)N4)cc23)C1,-7.8
CCN(CC)CCOC1=CC2=C(C=C1)C(=O)C3=C(O2)C=CC=C3OCCN(CC)CC,CCN(CC)CCOc1ccc2c(=O)c3c(OCCN(CC)CC)cccc3oc2c1,-6.1
CCN(CC)CC(C)(C)COC(=O)C1=CC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-],CCN(CC)CC(C)(C)COC(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,-6.7
COC1=CC=CC(=C1)N2C3=NC=NC(=C3C=N2)N/N=C\C4=CC=C(C=C4)S(=O)(=O)C,COc1cccc(-n2ncc3c(N/N=C\c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,-8.5
C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C\CC1)/C)OC(=O)/C(=C/CO)/CO)C(=C)C(=O)O2,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,-7
C1=CC=C(C=C1)C2=C(C=C(N2)C3=CC=NC=C3)C(=O)N,NC(=O)c1cc(-c2ccncc2)[nH]c1-c1ccccc1,-7.8
COC1=CC=C(C=C1)C2=NOC(=N2)[C@H]3CCCCN3C(=O)COC4=CC=CC=C4,COc1ccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)cc1,-9
C1CCN[C@H](C1)[C@H](CO)C2=CC(=C(C=C2)Cl)Cl,OC[C@H](c1ccc(Cl)c(Cl)c1)[C@H]1CCCCN1,-6.8
COC1=C(C=C(C=C1)Cl)S(=O)(=O)N2CC(OC3=C2C=C(C=C3)C(=O)NC4=CC(=CC=C4)F)C(=O)O,COc1ccc(Cl)cc1S(=O)(=O)N1CC(C(=O)O)Oc2ccc(C(=O)Nc3cccc(F)c3)cc21,-10
CCOC1=C(C=C(C=C1)C2=NC(=C3C(=C2)NC=N3)C#N)C(F)(F)F,CCOc1ccc(-c2cc3[nH]cnc3c(C#N)n2)cc1C(F)(F)F,-7.7
CN1C(=O)[C@](N=C1N)(C2=CC=CC=C2)C3=CC=C(C=C3)OC(F)F,CN1C(=O)[C@](c2ccccc2)(c2ccc(OC(F)F)cc2)N=C1N,-7.9
CCN(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)/C=C/C(=O)NO,CCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,-8
CCN(C1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)O)S(=O)(=O)C2=CC=CC=C2,CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,-7.9
C1CC(OC1)CNC2=NC3=C(N=NN3C4=C2SC=C4)S(=O)(=O)C5=CC=CC=C5,O=S(=O)(c1ccccc1)c1nnn2c1nc(NCC1CCCO1)c1sccc12,-8.9
CCCC(=O)NC1=NNC2=C1C=CC(=C2)CCC3=CC=CC=C3,CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12,-7.8
C1=CC=C2C(=C1)C(=CC(=C2O)SCCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,O=C(O)CCSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,-8.2
C1=CC=C(C(=C1)CCCCCCCS(=O)(=O)F)O,O=S(=O)(F)CCCCCCCc1ccccc1O,-7.6
CN1C[C@H]2C3([C@@H]1C[C@@H](C=C3)OC)C4=CC5=C(C=C4C(O2)O)OCO5,CO[C@@H]1C=CC23c4cc5c(cc4C(O)O[C@H]2CN(C)[C@H]3C1)OCO5,-7.8
CC1=CC(=NO1)NC(=O)CCNC(=O)NC2=NC(=C(S2)C3=CC=C(C=C3)N4C=CC=N4)C,Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1,-7.8
CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=N\NC(=O)C3=CC=NC=C3)C,Cc1ccc(-n2c(C)cc(/C=N\NC(=O)c3ccncc3)c2C)cc1,-7.8
CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=C(C=C3)O,CN1CCN(C(=O)c2cc3ccc(O)cc3[nH]2)CC1,-8.1
