SMILES,Docked_SMILES,Score
C=CC(=O)N1CCC[C@H](C1)NC2=NC=NC(=C2C(=O)C3=CC=C(C=C3)OC4=CC=CC=C4)N,C=CC(=O)N1CCC[C@@H](Nc2ncnc(N)c2C(=O)c2ccc(Oc3ccccc3)cc2)C1,-8.7
C1=CC(=CC=C1C2=CC3=C(C=NN3C=C2)C(F)(F)F)OC(F)(F)F,FC(F)(F)Oc1ccc(-c2ccn3ncc(C(F)(F)F)c3c2)cc1,-8.2
C1=CC(=CC=C1C2=CC3=CC=NN3C=C2)OC(F)(F)F,FC(F)(F)Oc1ccc(-c2ccn3nccc3c2)cc1,-7.8
C1=CC=C(C=C1)CC(C(=O)NCC(=O)CF)NC(=O)C2=CC=CC3=CC=CC=C32,O=C(CF)CNC(=O)C(Cc1ccccc1)NC(=O)c1cccc2ccccc12,-8.9
CC1=CN(C=N1)C2=C(N=C(C=C2)C3=NC(C(ON3)C4CC4)C5=CC=C(C=C5)Cl)OC,COc1nc(C2=NC(c3ccc(Cl)cc3)C(C3CC3)ON2)ccc1-n1cnc(C)c1,-8.3
CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)CCN4CCC(CC4)N(C)C,CN(C)C1CCN(CCn2nc(-c3ccc(NC(=O)OC(C)(C)C)cc3)c3c(N)ncnc32)CC1,-8.2
C1C[C@@H](O[C@@H]2[C@H]1[C@H]([C@@H](C2)O)/C=C/CCCOC3=CC=CC=C3)C4=NC(=CS4)C(=O)O,O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](/C=C/CCCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1,-7.9
C1C[C@@H](O[C@@H]2[C@H]1[C@H]([C@@H](C2)O)CCOC3=CC=CC=C3)C4=NC(=CS4)C(=O)O,O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](CCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1,-8.7
C1C[C@@H](O[C@@H]2[C@H]1[C@H]([C@@H](C2)O)CCCCCOC3=CC=CC=C3)C4=NC(=CS4)C(=O)O,O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](CCCCCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1,-7.9
C1C[C@@H](O[C@@H]2[C@H]1[C@H]([C@@H](C2)O)CCCOC3=CC=CC=C3)C4=NC(=CS4)C(=O)O,O=C(O)c1csc([C@H]2CC[C@@H]3[C@@H](CCCOc4ccccc4)[C@H](O)C[C@@H]3O2)n1,-7.8
CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)C,CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-7.7
CC(=O)NC1CCCC(C1)C(=O)NC2=NC=C(C(=C2)C3=C4CC(CN4N=C3)(C)C)Cl,CC(=O)NC1CCCC(C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,-8.7
C1C[C@H](C2(C1)CCN(CC2)C3=CN=C(C=N3)SC4=C(C(=NC=C4)N)Cl)N,Nc1nccc(Sc2cnc(N3CCC4(CCC[C@H]4N)CC3)cn2)c1Cl,-7.8
CCC1=CC(=CC(=C1)S(=O)(=O)C2=CSC(=N2)CN)C3=CN(N=C3)C,CCc1cc(-c2cnn(C)c2)cc(S(=O)(=O)c2csc(CN)n2)c1,-7.3
CN1C=C(C=N1)C2=CC(=CC(=C2)S(=O)(=O)C3=CN=C(S3)CN)F,Cn1cc(-c2cc(F)cc(S(=O)(=O)c3cnc(CN)s3)c2)cn1,-8.1
CNC1=CC(=CC(=C1)C2=CC=CC=C2)S(=O)(=O)C3=CN=C(S3)CN,CNc1cc(-c2ccccc2)cc(S(=O)(=O)c2cnc(CN)s2)c1,-8.4
CC1=NC(=NC=C1C2=CC=C(N3C2=NN=C3)NCC4=C(C=CC=C4F)OC)C,COc1cccc(F)c1CNc1ccc(-c2cnc(C)nc2C)c2nncn12,-9.1
C[C@@H]1C[C@@H](CN(C1)C(=O)CC2CCN(CC2)C)C3=C4C=CC=NC4=C(C=C3)C#N,C[C@@H]1C[C@H](c2ccc(C#N)c3ncccc23)CN(C(=O)CC2CCN(C)CC2)C1,-9.4
C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3N=CC(=N3)C(C4=CC=C(C=C4)F)(C5=CC=C(C=C5)F)O,O=C(N1CCCCC1Cc1ccccc1)n1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1,-9.3
CN(C)C/C=C/C(=O)NC1=NC=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,-7.8
COC1=C(C=C(C(=C1)C2=CC(=CC(=C2)Cl)F)F)N3C4=C(CN(CC4)S(=O)(=O)NC5=NOC=C5)C=CC3=O,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c2c(ccc1=O)CN(S(=O)(=O)Nc1ccon1)CC2,-8.5
C1CCN([C@H](C1)CC2=CC=CC=C2)C(=O)N3N=CC(=N3)C(C4=CC=C(C=C4)F)(C5=CC=C(C=C5)F)O,O=C(N1CCCC[C@@H]1Cc1ccccc1)n1ncc(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)n1,-9.2
CC1=C(C=C(C=C1)C2=CC(=C(C=C2F)N3C4=C(CN(CC4)S(=O)(=O)NC5=NOC=C5)C=CC3=O)OC)OC,COc1cc(-c2cc(OC)c(-n3c4c(ccc3=O)CN(S(=O)(=O)Nc3ccon3)CC4)cc2F)ccc1C,-7.9
CO[C@@H]1CC[C@@H](N(C1)C(=O)N2N=CC(=N2)C(C3=CC=C(C=C3)F)(C4=CC=C(C=C4)F)O)CC5=CC=CC=C5,CO[C@@H]1CC[C@H](Cc2ccccc2)N(C(=O)n2ncc(C(O)(c3ccc(F)cc3)c3ccc(F)cc3)n2)C1,-8.7
COC1=C(C=C(C(=C1)C2=CC(=C(C=C2)F)F)F)N3C4=C(CN(CC4)S(=O)(=O)NC5=NOC=C5)C=CC3=O,COc1cc(-c2ccc(F)c(F)c2)c(F)cc1-n1c2c(ccc1=O)CN(S(=O)(=O)Nc1ccon1)CC2,-8.9
COC1=C(C=C(C(=C1)C2=CC(=C(C=C2)F)F)F)N3C4=C(CN(CC4)S(=O)(=O)NC5=NN=CC=C5)C=CC3=O,COc1cc(-c2ccc(F)c(F)c2)c(F)cc1-n1c2c(ccc1=O)CN(S(=O)(=O)Nc1cccnn1)CC2,-8.5
C[C@@H](/C=C/[N+](=O)[O-])NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2,C[C@@H](/C=C/[N+](=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,-8.9
C=CC(=O)NC1=CC=CC(=C1)C2=NNC3=CC=CC=C32,C=CC(=O)Nc1cccc(-c2n[nH]c3ccccc23)c1,-8.6
C=CC(=O)N1CCCN(CC1)C2=NC(=NC(=C2)NCCC(=O)O)C3=CC=CC=N3,C=CC(=O)N1CCCN(c2cc(NCCC(=O)O)nc(-c3ccccn3)n2)CC1,-8.2
CCCCCCC(=O)N1CCC2=C(C1)C(=NN2C)C3=CC=C(C=C3)C(C)(C)C(=O)O,CCCCCCC(=O)N1CCc2c(c(-c3ccc(C(C)(C)C(=O)O)cc3)nn2C)C1,-7.8
CN1C=C(C=N1)NC2=NC=C(C(=N2)OC3=CC=CC=C3NC(=O)C=C)Cl,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cnn(C)c2)ncc1Cl,-8.4
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCl)Cl,CN1CCN(c2ccc(Nc3ncc(Cl)c(Oc4ccccc4NC(=O)CCl)n3)cc2)CC1,-7.2
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4OC(=O)C=C)Cl,C=CC(=O)Oc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl,-9.3
COC1=C(C=C2C(=C1)C3(CCCC3)C(=N2)N)OCCCN4CCCC4,COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCCC1,-7.9
CN(C)[C@H]1CCCC[C@@H]1NC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,CN(C)[C@H]1CCCC[C@@H]1Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,-7.2
C1COC(CO1)CNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2COCCO2)cc1F,-7.1
CC1(CCC(CC1)N)CCOC2=CC(=C(C=C2F)S(=O)(=O)NC3=NC=NS3)F,CC1(CCOc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)CCC(N)CC1,-8.2
C1CCN(C1)CC2(CC2)CNC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=NC=CS4)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2(CN3CCCC3)CC2)cc1F,-6.9
C1CCNC(C1)CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCN2)cc1F,-7
C1CNCCC1CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCNCC2)cc1F,-6.8
CC1(CC(CC(N1C)(C)C)NC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F)C,CN1C(C)(C)CC(Nc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1(C)C,-7.4
C1CC(CCC1CNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F)O,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCC(O)CC2)cc1F,-8.2
C1COCCC1CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCOCC2)cc1F,-8
C1CNCC1CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCNC2)cc1F,-7.4
C1CNCCC1(CCOC2=CC(=C(C=C2F)S(=O)(=O)NC3=NC=NS3)F)C4=CC=C(C=C4)Cl,O=S(=O)(Nc1ncns1)c1cc(F)c(OCCC2(c3ccc(Cl)cc3)CCNCC2)cc1F,-8.8
C1C(CN1)CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CNC2)cc1F,-6.8
CN1CCC(CC1)CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,CN1CCC(CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,-7.1
C1C(CN1)CNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CNC2)cc1F,-7.3
C1CS(=O)(=O)CCC1CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S1(=O)CCC(CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,-7.4
C1CC(COC1)CCNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCOC2)cc1F,-6.6
C1COC2C1(CCO2)CNC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=NC=CS4)F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCOC2OCC3)cc1F,-7.1
C1CC(CCC1N)(CCOC2=CC(=C(C=C2F)S(=O)(=O)NC3=NC=NS3)F)C4=CC=CC=C4,NC1CCC(CCOc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)(c2ccccc2)CC1,-7.8
C1CC(CCC1CNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F)N,NC1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,-7.6
CC1=C(C=CC=N1)C2=CC=C(N3C2=NN=C3)NCC4=C(C=CC=C4F)OC,COc1cccc(F)c1CNc1ccc(-c2cccnc2C)c2nncn12,-8.4
C=CC(=O)NC1=CC=CC(=C1)C2=NC(=NN2)NCC3=C(C=CC=C3Cl)F,C=CC(=O)Nc1cccc(-c2nc(NCc3c(F)cccc3Cl)n[nH]2)c1,-8.7
CN1C=C(C2=CC(=C(C=C21)C(=O)NS(=O)(=O)C)F)C3=CC=C(C=C3)C(F)(F)F,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,-8.5
CN1C=C(C2=CC(=C(C=C21)C(=O)NS(=O)(=O)C3CC3)F)C4=CC=C(C=C4)C(F)F,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,-7.6
CCS(=O)(=O)NC(=O)C1=CC2=C(C=C1)C(=CN2C)C3=CC(=C(N=C3)OCC(C)C)Cl,CCS(=O)(=O)NC(=O)c1ccc2c(-c3cnc(OCC(C)C)c(Cl)c3)cn(C)c2c1,-7.5
CC(C)COC1=C(C=C(C=N1)C2=CN(C3=C2C=CC(=C3)C(=O)NS(=O)(=O)C)C)Cl,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,-7.9
CN1C=C(C2=C1C=C(C=C2)C(=O)NS(=O)(=O)C3CC3)C4=CC(=C(N=C4)OCC5CC5)Cl,Cn1cc(-c2cnc(OCC3CC3)c(Cl)c2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,-7.8
C=CC(=O)N1CC[C@H](C1)C2=NC(=O)C3=CC(=NC=C3C2)C4=C(C=CC=C4F)O,C=CC(=O)N1CC[C@@H](C2=NC(=O)c3cc(-c4c(O)cccc4F)ncc3C2)C1,-8.4
CC(C)NC1=NC(=NC=C1)NC2=CC=CC(=C2)C3=CN=CC=C3,CC(C)Nc1ccnc(Nc2cccc(-c3cccnc3)c2)n1,-8.2
CC1=CC2=C(N1C)C=CC=C2N3CCN(CC3)CCCCOC4=CC5=C(CCC(=O)N5)C=C4,Cc1cc2c(N3CCN(CCCCOc4ccc5c(c4)NC(=O)CC5)CC3)cccc2n1C,-8.2
CC(=O)OC1CC2C(=O)OC(CC2(C3C1C4CC(C3)OC4=O)C)C5=COC=C5,CC(=O)OC1CC2C(=O)OC(c3ccoc3)CC2(C)C2CC3CC(C(=O)O3)C12,-8.5
CN[C@@H](CC1=CC(=CC=C1)Cl)CNC2=CC(=C(C=C2Cl)S(=O)(=O)NC3=NC=CS3)F,CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)Cc1cccc(Cl)c1,-7.4
CC1=C(C=CC(=C1)OC2=NC=CC3=C2C=CO3)C4=C(N=C5N4C=CN=C5)C,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)nc2cnccn12,-9.6
CC1=C(C=CC(=C1)OC2=NC=CC3=C2C=CO3)C4=C(N=CC(=C4)N)C,Cc1cc(Oc2nccc3occc23)ccc1-c1cc(N)cnc1C,-8.2
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CC4=C(C=C(C=C4)Br)F,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(Cc2ccc(Br)cc2F)CC1,-8.8
CC(C)COC1=NC=C(C=C1)C2=CN(C3=CC(=C(C=C32)F)C(=O)NS(=O)(=O)C4CC4)C,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,-7.7
C=CC(=O)NC1=NC(=CS1)C2=CC3=CC=CC=C3C=C2,C=CC(=O)Nc1nc(-c2ccc3ccccc3c2)cs1,-9.3
C1=CC(=C(C(=C1CN(CC2=C(C(=C(C=C2)F)O)F)CC(=O)NO)F)O)F,O=C(CN(Cc1ccc(F)c(O)c1F)Cc1ccc(F)c(O)c1F)NO,-8.1
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC=NC(=C34)N)CCNC(=O)C=C,C=CC(=O)NCCn1cc(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnc21,-8.3
C=CC(=O)N1CC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC5=CC=CC=C5S4,C=CC(=O)N1CC(n2cc(-c3cc4ccccc4s3)c3c(N)ncnc32)C1,-9.5
COC1=C2C=C(SC2=C(C=C1)OC)C3=CN(C4=NC=NC(=C34)N)C5CN(C5)C(=O)C=C,C=CC(=O)N1CC(n2cc(-c3cc4c(OC)ccc(OC)c4s3)c3c(N)ncnc32)C1,-8.8
CC1=CC2=C(C(=C1)OC)OC(=C2)C3=CN(C4=NC=NC(=C34)N)C5CN(C5)C(=O)C=C,C=CC(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4o3)c3c(N)ncnc32)C1,-9
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC(=NC(=C34)N)N)C5CCN(C5)C(=O)C=C,C=CC(=O)N1CCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)nc(N)nc32)C1,-8.2
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC=NC(=C34)N)C5CCCN(C5)C(=O)C=C,C=CC(=O)N1CCCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,-8.6
CN1C=C(C2=CC(=C(C=C21)C(=O)NS(=O)(=O)C3CC3)F)C4=CC=C(C=C4)C(F)(F)F,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,-8.4
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC=NC(=C34)N)C5CCC(CC5)NC(=O)C=C,C=CC(=O)NC1CCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)CC1,-8
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC(=NC(=C34)N)C)C5CCN(C5)C(=O)C=C,C=CC(=O)N1CCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)nc(C)nc32)C1,-8
CC1=CC2=C(C(=C1)OC)SC(=C2)C3=CN(C4=NC(=NC(=C34)N)Cl)C5CN(C5)C(=O)C=C,C=CC(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)nc(Cl)nc32)C1,-9.5
COC1=CC(=CC(=C1)C2=CN(C3=NC=NC(=C23)N)C4CCN(C4)C(=O)C=C)OC,C=CC(=O)N1CCC(n2cc(-c3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,-8.1
COC1=CC2=C(C=C1)C=C(S2)C3=CN(C4=NC=NC(=C34)N)C5CN(C5)C(=O)C=C,C=CC(=O)N1CC(n2cc(-c3cc4ccc(OC)cc4s3)c3c(N)ncnc32)C1,-7.9
CC1=C(OC2=C1C=C(C=C2)Cl)C3=C4C(=NN3C5=CC=C(C=C5)NC(=O)/C=C/CN(C)C)C(=O)NN=C4N,Cc1c(-c2c3c(N)n[nH]c(=O)c3nn2-c2ccc(NC(=O)/C=C/CN(C)C)cc2)oc2ccc(Cl)cc12,-8.8
CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=CC=CC=C54)C(=N2)N6CCN(CC6)C(=O)C=C,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1,-8.3
CN([C@H]1CCN(C1)C2=NC(=C(C=C2)C(=O)N)NC3=CC=C(C=C3)CCN4CCCC4)C(=O)C=C,C=CC(=O)N(C)[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(CCN4CCCC4)cc3)n2)C1,-8.3
COC1=C(C=CC(=C1)N2CCOCC2)NC3=NC=CC(=N3)NC(=O)NC4=CC=CC(=C4)NC(=O)C=C,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,-8.7
C[C@@H]([C@H](C1=NC2=C(N1)C=C(C=C2)C3=CC=C(C=C3)C#N)N)O,C[C@H](O)[C@@H](N)c1nc2ccc(-c3ccc(C#N)cc3)cc2[nH]1,-7.4
CC(=O)N1CCN(C2=C(C1)C=C(C=C2)C3=NC(=CC=C3)C(=O)N)C4=CC=C(C=C4)C(F)(F)F,CC(=O)N1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc(C(N)=O)n3)cc2C1,-8.7
CN1CCN(C2=C(C1)C=C(C=C2)C3=NC(=CC=C3)C(=O)N)C4=CC=C(C=C4)C(F)(F)F,CN1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc(C(N)=O)n3)cc2C1,-8.4
C1CNCC(OC1)C(=O)N[C@@H](CC2=CC=C(C=C2)C3=CC=C(C=C3)C#N)C#N,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)C3CNCCCO3)cc2)cc1,-6.7
C1CN(C2=C(CN1CC#N)C=C(C=C2)C3=NC(=CC=C3)[C@@H](CO)O)C4=CC=C(C=C4)C(F)(F)F,N#CCN1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc([C@H](O)CO)n3)cc2C1,-7.8
C1CN(C2=C(CN1CC(=O)N)C=C(C=C2)C3=NC(=CC=C3)[C@@H](CO)O)C4=CC=C(C=C4)C(F)(F)F,NC(=O)CN1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc([C@H](O)CO)n3)cc2C1,-8.7
C1CN(C2=C(CN1)C=C(C=C2)C3=NC(=CC=C3)C(=O)N)C4=CC=C(C=C4)C(F)(F)F,NC(=O)c1cccc(-c2ccc3c(c2)CNCCN3c2ccc(C(F)(F)F)cc2)n1,-8.9
C1CN(C2=C(CN1C(=O)N)C=C(C=C2)C3=NC(=CC=C3)[C@@H](CO)O)C4=CC=C(C=C4)C(F)(F)F,NC(=O)N1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc([C@H](O)CO)n3)cc2C1,-8.3
C1CC2=C(C=CC(=C2)C3=NC(=CC=C3)C(=O)N)N(C1)C4=CC=C(C=C4)C(F)(F)F,NC(=O)c1cccc(-c2ccc3c(c2)CCCN3c2ccc(C(F)(F)F)cc2)n1,-9.1
CNC(=O)CN1CCN(C2=C(C1)C=C(C=C2)C3=NC(=CC=C3)[C@@H](CO)O)C4=CC=C(C=C4)C(F)(F)F,CNC(=O)CN1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc([C@H](O)CO)n3)cc2C1,-8.6
C1CN(C2=C(CN1CC3=NC=CN3)C=C(C=C2)C4=NC(=CC=C4)[C@@H](CO)O)C5=CC=C(C=C5)C(F)(F)F,OC[C@@H](O)c1cccc(-c2ccc3c(c2)CN(Cc2ncc[nH]2)CCN3c2ccc(C(F)(F)F)cc2)n1,-7.9
C1COCC2=C(N1C3=CC=C(C=C3)C(F)(F)F)C=CC(=C2)C4=NC(=CC=C4)C(=O)N,NC(=O)c1cccc(-c2ccc3c(c2)COCCN3c2ccc(C(F)(F)F)cc2)n1,-8.8
CC(=O)N1CCN(C2=C(C1)C=C(C=C2)C3=NC(=CC=C3)[C@@H](CO)O)C4=CC=C(C=C4)C(F)(F)F,CC(=O)N1CCN(c2ccc(C(F)(F)F)cc2)c2ccc(-c3cccc([C@H](O)CO)n3)cc2C1,-8.4
C1CN(C2=C(C=C(C=C2)C3=NC(=CC=C3)C(=O)N)OC1)C4=CC=C(C=C4)C(F)(F)F,NC(=O)c1cccc(-c2ccc3c(c2)OCCCN3c2ccc(C(F)(F)F)cc2)n1,-8.7
C1CNC[C@H](OC1)C(=O)N[C@@H](CC2=CC=C(C=C2)C3=CC4=C(C=C3)OC(=O)N4CC(F)F)C#N,N#C[C@H](Cc1ccc(-c2ccc3oc(=O)n(CC(F)F)c3c2)cc1)NC(=O)[C@@H]1CNCCCO1,-7.6
CCN1C2=C(C=CC(=C2)C3=CC=C(C=C3)C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)OC1=O,CCn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,-7.3
C1CNC[C@H](OC1)C(=O)N[C@@H](CC2=CC=C(C=C2)C3=CC4=C(C=C3)SC=N4)C#N,N#C[C@H](Cc1ccc(-c2ccc3scnc3c2)cc1)NC(=O)[C@@H]1CNCCCO1,-7.8
C[C@H]1CN(C2=C(N1C(=O)OC)C=CC(=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(=O)C4=CC=CO4,COC(=O)N1c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2N(C(=O)c2ccco2)C[C@@H]1C,-6.9
CN(C)C1=CC=C(C=C1)NC2=NC=CC(=N2)NC(=O)NC3=CC=CC(=C3)NC(=O)C=C,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(C)C)cc3)n2)c1,-9
CCN(CC)C1=CC(=C(C=C1)NC2=NC=CC(=N2)NC(=O)NC3=CC=CC(=C3)NC(=O)C=C)OC,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(CC)CC)cc3OC)n2)c1,-7.9
CC1C(=O)C2(C(=CC3C(C2(C1=O)C(=O)OC)(CCC4C3(CCC(C4(C)C)OC(=O)C)C=O)C)C)C,COC(=O)C12C(=O)C(C)C(=O)C1(C)C(C)=CC1C3(C=O)CCC(OC(C)=O)C(C)(C)C3CCC12C,-7.3
C1COC2=C(C1C3=C(C=C(C=C3)C(F)(F)F)C4(CNC4)F)C=CC(=C2)S(=O)(=O)NC5=NC=CS5,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCC2c1ccc(C(F)(F)F)cc1C1(F)CNC1,-8.8
C1COC2=C(C1C3=C(C=C(C=C3)C(F)(F)F)C4=CCNCC4)C=CC(=C2)S(=O)(=O)NC5=NN=CS5,O=S(=O)(Nc1nncs1)c1ccc2c(c1)OCCC2c1ccc(C(F)(F)F)cc1C1=CCNCC1,-9
C1COC2=C(C1C3=C(C=C(C=C3)C(F)(F)F)C4=CCNCC4)C=CC(=C2)S(=O)(=O)NC5=NC=NS5,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCC2c1ccc(C(F)(F)F)cc1C1=CCNCC1,-9
C1COC2=C(C1C3=C(C=C(C=C3)C(F)(F)F)Cl)C=CC(=C2)S(=O)(=O)NC4=NC=NS4,O=S(=O)(Nc1ncns1)c1ccc2c(c1)OCCC2c1ccc(C(F)(F)F)cc1Cl,-9.2
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OS(=O)(=O)O,COc1ccc2c3c1OC1C(OS(=O)(=O)O)C=CC4C(C2)N(C)CCC341,-7.4
C1C(C1N)C2=CC=C(C=C2)NC(=O)CCCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,Nc1ccccc1NC(=O)c1ccc(CCCC(=O)Nc2ccc(C3CC3N)cc2)cc1,-8.2
