name,SMILES
,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
,CCCCCCCCCCCCOS(=O)(=O)[O-]
,CCN(CC)C(=S)SSC(=S)N(CC)CC
,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
,C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
,CCCCCCCCC=CCCCCCCCC(=O)O
,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
,II
,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
,CCCCCCCCCCCC(=O)O
,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
,CN(C)C(=S)SSC(=S)N(C)C
,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
,COP(=O)(OC)OC=C(Cl)Cl
,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC
,CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC
,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
