SMILES,Docked_SMILES,Score
CC(C)N1C2=CC=CC=C2C(=N1)C(=O)NC3CC4CCC(C3)N4CCN5CCN(CC5)C(=O)C,CC(=O)N1CCN(CCN2C3CCC2CC(NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1,-8.0
C1CCC(CC1)(C(=O)NCC#N)NC(=O)C2=CC(=C(C=C2)NC(=O)N3CCCCC3)F,N#CCNC(=O)C1(NC(=O)c2ccc(NC(=O)N3CCCCC3)c(F)c2)CCCCC1,-7.3
C1CN(CC(C1NCC2=CC3=C(C=N2)OCCO3)F)CCN4C(=O)C=CC5=C4C=C(C=C5)C#N,N#Cc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)C(F)C3)c2c1,-8.7
C1CCC(CC1)(C(=O)NCC#N)NC(=O)C2=C(C=C(C=C2)Cl)NC(=O)C(F)(F)F,N#CCNC(=O)C1(NC(=O)c2ccc(Cl)cc2NC(=O)C(F)(F)F)CCCCC1,-8.2
CC[C@@H](C(=O)N[C@H]1CCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)O,CC[C@H](O)C(=O)N[C@H]1CCC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,-7.4
CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,CNC(=O)c1cccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)c1,-9.7
CC1CN(CC(O1)C)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NN=C(O3)C4=CC=C(C=C4)OC,COc1ccc(-c2nnc(NC(=O)c3ccc(S(=O)(=O)N4CC(C)OC(C)C4)cc3)o2)cc1,-8.5
CC(CNC(=O)C1=CC=CC=C1SSC2=CC=CC=C2C(=O)NCC(C)O)O,CC(O)CNC(=O)c1ccccc1SSc1ccccc1C(=O)NCC(C)O,-7.6
CC1(OCC(O1)C2C(OC(O2)(C)C)C3C(=CC4=C(O3)C=CC(=C4)OC)[N+](=O)[O-])C,COc1ccc2c(c1)C=C([N+](=O)[O-])C(C1OC(C)(C)OC1C1COC(C)(C)O1)O2,-8.6
CN1C(=O)C2=C(N=C1C(F)F)SC(=N2)N3CCCC3C(=O)NCC4=CC=CC=C4,Cn1c(C(F)F)nc2sc(N3CCCC3C(=O)NCc3ccccc3)nc2c1=O,-8.5
COC1=C(C=C2CN(CCC2=C1)C(=O)C3CCCN(C3)CCNC(=O)C4=CC=C(C=C4)F)OC,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(CCNC(=O)c3ccc(F)cc3)C1)CC2,-9.2
C[C@H]1CN(C[C@@H]1CNC2CC2)C3=C(C=C4C5=C3OC[C@@H](N5C=C(C4=O)C(=O)O)C)F,C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)C[C@@H]1CNC1CC1,-8.2
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=N4)C5=CC=C(C=C5)NC(=O)C=C,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1,-8.3
CN(C)C/C=C/C(=O)NC1=CC(=CC=C1)N2C(=O)C=NC3=CN=C(N=C32)NC4=CC=C(C=C4)OC,COc1ccc(Nc2ncc3ncc(=O)n(-c4cccc(NC(=O)/C=C/CN(C)C)c4)c3n2)cc1,-8.3
CC1=CC(=CN=C1C(=O)NC2=CC(=C(C=C2)F)[C@@]3(COCC(=N3)N)C(F)F)C#N,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,-7.6
C1CN(CCN1CC2=CC=CC=C2)C3=NC=NC4=C3N=CN=C4NCC5=CC=CC(=C5)CN,NCc1cccc(CNc2ncnc3c(N4CCN(Cc5ccccc5)CC4)ncnc23)c1,-8.2
CC1C2C(NC(=O)C23C(C=C(CCC(C(C=CC3=O)O)O)C)C=C1C)CC(C)C,CC1=CC2C=C(C)C(C)C3C(CC(C)C)NC(=O)C23C(=O)C=CC(O)C(O)CC1,-8.2
CC1(CC2=CC(=C(N=C2O1)N3CCN(CC3)CC(F)F)NC(=O)C4=C5N=CC=CN5N=C4)C,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,-8.8
CC1C(CN(C(=O)C2=CC=CC(=C2OCC3C(CCC(O3)CCN(C1=O)C)OC)C#N)C)OC,COC1CCC2CCN(C)C(=O)C(C)C(OC)CN(C)C(=O)c3cccc(C#N)c3OCC1O2,-7.3
CC(CN(C)C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N,CC(CN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-7.7
CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)[C@H]3COC4=CC=CC=C4O3,CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)[C@H]1COc2ccccc2O1,-8.1
COC(=O)[C@H]1CN(CCN1C(=O)C2=CC=CC=C2)C(=O)C(=O)C3=CNC4=C3C(=CC=C4)F,COC(=O)[C@H]1CN(C(=O)C(=O)c2c[nH]c3cccc(F)c23)CCN1C(=O)c1ccccc1,-8.3
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)O)NC5=C4C=CC(=C5)OC)O,COc1ccc2c3c([nH]c2c1)[C@H]1C[C@H]2[C@H](C[C@@H](O)[C@H](OC)[C@H]2C(=O)O)CN1CC3,-7.5
C1CCC(CC1)C(C(=O)N2CC(C3C2C(=O)CO3)Cl)NC(=O)C4=CC=CC(=C4)C5=CNN=C5,O=C(NC(C(=O)N1CC(Cl)C2OCC(=O)C21)C1CCCCC1)c1cccc(-c2cn[nH]c2)c1,-8.3
CN1C=NC2=C(C1=O)C=C(C=C2)OC3=C(C=CC(=C3C#N)NS(=O)(=O)N4CCC(C4)F)F,Cn1cnc2ccc(Oc3c(F)ccc(NS(=O)(=O)N4CCC(F)C4)c3C#N)cc2c1=O,-8.3
C[C@@]1(CCC[C@@H]1N2C3=NC(=NC=C3C=C(C2=O)C(F)F)NC4CCN(CC4)S(=O)(=O)C)O,C[C@]1(O)CCC[C@@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,-8.8
CS(=O)(=O)C1=CC=CC(=C1)C(=O)NCC2CCCN2C(=O)CC(CC3=CC(=CC=C3)Cl)N,CS(=O)(=O)c1cccc(C(=O)NCC2CCCN2C(=O)CC(N)Cc2cccc(Cl)c2)c1,-8.0
COC1=CC=CC=C1C=C2C(=O)N(C(=O)S2)CCC(=O)NC3=CC=C(C=C3)S(=O)(=O)N,COc1ccccc1C=C1SC(=O)N(CCC(=O)Nc2ccc(S(N)(=O)=O)cc2)C1=O,-8.6
CCOC(=O)NC1=CC(=NN2C1=NN=C2C)C3=CC(=C(C=C3)C)NS(=O)(=O)C,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,-8.2
C1CC1N2C(=O)CN(C2=O)CC3=CC=C(C=C3)C4=NC(=C(C=C4)F)CN5CCS(=O)(=O)CC5,O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCS(=O)(=O)CC4)n3)cc2)C(=O)N1C1CC1,-8.6
CC1=C2C3=C(O1)C(=O)C4=C(C3(C(OC2=O)COC)C)C(CC5(C4CCC5=O)C)OC(=O)C,COCC1OC(=O)c2c(C)oc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O,-7.2
CC(C)(C)NC(=O)NCCN1CCC(CC1)(CNC(=O)C2=CC(=CC(=C2)Cl)Cl)CO,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,-7.0
CC1=C(C(=O)N(C=C1)C(CC2CC2)C(=O)NC(CC3CCNC3=O)C#N)NCC(F)(F)F,Cc1ccn(C(CC2CC2)C(=O)NC(C#N)CC2CCNC2=O)c(=O)c1NCC(F)(F)F,-7.7
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)C(=O)CN4CCN(CC4)CC)OCC)C,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(=O)CN4CCN(CC)CC4)ccc3OCC)nc12,-7.8
CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)O,CC(O)C(=O)NC1CCCCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,-7.8
C1=CC(=C(C=C1I)Cl)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,-7.5
CC(C(=O)NC1CC2=CC=CC=C2C3CCC(N3C1=O)C(=O)NC4CCCC5=CC=CC=C45)NC,CNC(C)C(=O)NC1Cc2ccccc2C2CCC(C(=O)NC3CCCc4ccccc43)N2C1=O,-8.0
CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)F,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,-8.7
CCC(C(=O)NC1CCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)O,CCC(O)C(=O)NC1CCCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,-7.4
COC1=CC(=C(C(=C1)O)C(=O)OCC2=CC=C(C=C2)F)C=CCNS(=O)(=O)C=C,C=CS(=O)(=O)NCC=Cc1cc(OC)cc(O)c1C(=O)OCc1ccc(F)cc1,-7.9
CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)N,CC(N)C(=O)NC1CCCCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,-8.2
C1COCCN1C2=NC(=NC(=N2)NC3=CC=CC(=C3)C(F)(F)F)N4CCOCC4,FC(F)(F)c1cccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,-9.7
COC1=CC(=CC=C1)OC2=CC=C(C=C2)CN3CCC(=C(C3=O)C(=O)NCC(=O)O)O,COc1cccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(=O)O)C3=O)cc2)c1,-7.9
CN1C2=C(CCC3=CN=C(N=C32)NC4=C(C=CC(=C4)N5CCNCC5)OC(F)(F)F)C(=N1)C(=O)N,Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCNCC4)ccc3OC(F)(F)F)ncc1CC2,-9.5
CC1=NN(C2=C1C=CC(=C2)N(C)C3=NC(=NC=C3)NC4=CC(=CC=C4)S(=O)(=O)N)C,Cc1nn(C)c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,-10.1
CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C,-7.7
C1CN(CCN1CCCOC2=CC=C(C=C2)CN3CCOCC3)C4=C5C(=CC=C4)OCCO5,c1cc2c(c(N3CCN(CCCOc4ccc(CN5CCOCC5)cc4)CC3)c1)OCCO2,-8.0
CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)N4CC[C@H]([C@@H](CC4)F)N,Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CC[C@@H](N)[C@H](F)CC1,-8.2
COC1=NC=C(C=C1)C2=CC(=NC=N2)N3CC(C(C3)N)C4=CC(=C(C=C4F)F)F,COc1ccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)cn1,-8.9
C1[C@H]([C@@H](C(=O)N1)NC(=O)CCC2=C(NC3=C2C=C(C=C3F)F)C4=CC=C(C=C4)F)O,O=C(CCc1c(-c2ccc(F)cc2)[nH]c2c(F)cc(F)cc12)N[C@@H]1C(=O)NC[C@H]1O,-9.3
CC(C)(C)C1CCC(N1C(=O)CCCC2=CC=CC=C2)C(=O)N3CCCC3C(=O)CO,CC(C)(C)C1CCC(C(=O)N2CCCC2C(=O)CO)N1C(=O)CCCc1ccccc1,-7.6
C[C@@H]1CO[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)OC[C@H]2C)n1,-8.4
CC1(CC1)N2C(=C(C3=C(N=CN=C32)N)C(=O)NC4=CC=C(C=C4)COC)C#CCN5CCOCC5,COCc1ccc(NC(=O)c2c(C#CCN3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,-8.1
CCN1CCN(CC1)CC2=CC=C(C=C2)C3CC4C(N3)NCNC4NC(C)C5=CC=CC=C5,CCN1CCN(Cc2ccc(C3CC4C(NC(C)c5ccccc5)NCNC4N3)cc2)CC1,-7.9
CCN(CC)S(=O)(=O)C1=CC=C(S1)CNC(=O)N2CCN(CC2)C3=CC=CC=C3,CCN(CC)S(=O)(=O)c1ccc(CNC(=O)N2CCN(c3ccccc3)CC2)s1,-7.3
COC1=C(C=C(C=N1)Cl)S(=O)(=O)NC2=C(C(=C(C=C2)F)C#CC3=CN=C(N=C3)N)F,COc1ncc(Cl)cc1S(=O)(=O)Nc1ccc(F)c(C#Cc2cnc(N)nc2)c1F,-8.2
CC[C@H]1COCCN1C2=NC(=NC3=C2N(C=N3)C)C4=CC=C(C=C4)NC(=O)NCC,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)c3c(ncn3C)n2)cc1,-7.5
C1CN(C=CC1=O)C2=C(C=C(C(=C2F)F)N3C[C@@H](OC3=O)CNC4=NOC=C4)F,O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1,-8.2
CC1=C(NC2=C1C(=O)N(CCC2)C[C@@H](CN3CCOCC3)O)/C=C\4/C5=C(C=CC(=C5)F)NC4=O,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,-8.4
CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCC(CC2)C(=O)NS(=O)(=O)CC3=CC=CC=C3)C,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,-7.1
C1=CC2=C(C=C1C(F)(F)F)N=C(S2)CN3C(=O)C4=NC=CN=C4C(=N3)CC(=O)O,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,-8.9
C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)OCC3=C(C(=CC=C3)F)F,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3cccc(F)c3F)CC2)cc1,-7.8
C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)OC3CCCC3,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)OC3CCCC3)CC2)cc1,-7.4
CC(C)[C@@H](C(=O)N1CC[C@@](C(C1)(C)C)(C2=CC=C(C=C2)Cl)O)NC(=O)NCC(C)(C)O,CC(C)[C@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,-7.7
C1(=C(C(=C(C(=C1Br)N)Br)C(=O)O)Br)C(=O)O,Nc1c(Br)c(C(=O)O)c(Br)c(C(=O)O)c1Br,-5.8
CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C)C4=C5C=CNC5=CC=C4,CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,-8.6
COC(=O)C1=C(NC(=NC1C2=C(C=C(C=C2)F)Cl)C3=NC=CS3)CN4CCOCC4C(=O)O,COC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,-7.8
CC(C)S(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCC[C@H](C2)C(=O)N3CCC(CC3)(F)F,CC(C)S(=O)(=O)c1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)N3CCC(F)(F)CC3)C2)cc1,-7.5
C1CC(N(C1)C(=O)CNC(=O)OCC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-],O=C(NCC(=O)N1CCCC1C(=O)Nc1ccc([N+](=O)[O-])cc1)OCc1ccccc1,-8.7
CN1C=C(C=N1)NC2=NC3=C(C(=CN3)Cl)C(=N2)NC4CN(CC4F)C(=O)C=C,C=CC(=O)N1CC(F)C(Nc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1,-8.3
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3CC2C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,-7.9
C1CC(OC1)CNC2=NC3=C(N=NN3C4=C2SC=C4)S(=O)(=O)C5=CC=CC=C5,O=S(=O)(c1ccccc1)c1nnn2c1nc(NCC1CCCO1)c1sccc12,-8.9
C1CCC(CC1)C(=O)NC2CC(=O)N(C2=O)CCN3CCN(CC3)C4=CC(=CC=C4)Cl,O=C(NC1CC(=O)N(CCN2CCN(c3cccc(Cl)c3)CC2)C1=O)C1CCCCC1,-8.1
C1CC(N(C1)C(=O)OCC2=CC(=CC=C2)F)C(=O)NCC3CC(=NO3)Br,O=C(NCC1CC(Br)=NO1)C1CCCN1C(=O)OCc1cccc(F)c1,-7.9
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C2=C(OC(=C2)C3=CC=CC=C3)C,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)c1cc(-c2ccccc2)oc1C,-8.0
CS(=O)(=O)NC1CN(C1)C2=CC3=C(CC[C@@H]([C@@H]3CC4=CC=CC=C4)N5CCC5)C=C2,CS(=O)(=O)NC1CN(c2ccc3c(c2)[C@@H](Cc2ccccc2)[C@@H](N2CCC2)CC3)C1,-8.8
CCOC(=O)NC1CCC(CC1)NC(=O)C2=C3C(=NC=NN3C(=C2)C4=CC=NC=C4)N,CCOC(=O)NC1CCC(NC(=O)c2cc(-c3ccncc3)n3ncnc(N)c23)CC1,-8.7
CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,-7.4
CC1=CC(=CN=C1OC)N2CCC3=C(C2)C(=NC=N3)O[C@H]4CCN(C4)C(=O)C5CCOCC5,COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C,-8.3
CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)N4CCN(CC4)C(=O)CO,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,-7.3
COC1=CC(=CC(=C1O)OC)[C@H]2C3C(COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)C3COC(=O)C32)OCO4)cc(OC)c1O,-7.5
C[C@@H](C(=O)N[C@H]1CC2=CC=CC=C2[C@H]3CC[C@H](N3C1=O)C(=O)N[C@H]4CCCC5=CC=CC=C45)NC,CN[C@@H](C)C(=O)N[C@H]1Cc2ccccc2[C@H]2CC[C@@H](C(=O)N[C@H]3CCCc4ccccc43)N2C1=O,-9.2
COCCNC1=NC2=C(N1C3=NC(=NC=C3)N)C=C(C=C2)C#CC4(CCCCC4)O,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,-8.1
COC1=C2C(=CNC2=C(C=C1)OC)C(=O)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=C4,COc1ccc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,-7.5
C1CC(CCC1CN)C(=O)NC(CC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CC(=O)O,NCC1CCC(C(=O)NC(Cc2ccccc2)C(=O)Nc2ccc(CC(=O)O)cc2)CC1,-8.3
CC1=CC(=CC(=N1)N2C(C(C(C2=O)O)O)C(=O)N(C)C3=CC(=C(C=C3)F)Cl)C(F)(F)F,Cc1cc(C(F)(F)F)cc(N2C(=O)C(O)C(O)C2C(=O)N(C)c2ccc(F)c(Cl)c2)n1,-8.5
CC1=CC(=NN1)NC2=NN(C(=O)C3=CC=CC=C32)CC4=CC=C(C=C4)S(=O)(=O)C,Cc1cc(Nc2nn(Cc3ccc(S(C)(=O)=O)cc3)c(=O)c3ccccc23)n[nH]1,-8.0
CC(C)N(CC1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C2=C(C(=C(C(=C2)F)F)F)F,CC(C)N(Cc1ccc(C(=O)NO)cc1)S(=O)(=O)c1cc(F)c(F)c(F)c1F,-8.4
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=CC2=CC(=C(C=C2)C)Br,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=Cc1ccc(C)c(Br)c1,-7.4
CC1(CC(CN(C1C(=O)NO)S(=O)(=O)C2=CC=C(C=C2)OCC3=CC=NC4=CC=CC=C34)O)C,CC1(C)CC(O)CN(S(=O)(=O)c2ccc(OCc3ccnc4ccccc34)cc2)C1C(=O)NO,-7.8
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=CC2=CC3=C(C=C2Br)OCO3,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=Cc1cc2c(cc1Br)OCO2,-8.5
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C2=CC3=C(C=CC(=C3)Br)OC2,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C1=Cc2cc(Br)ccc2OC1,-8.4
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C2=CC3=C(C=CC(=C3)Cl)OC2,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C1=Cc2cc(Cl)ccc2OC1,-8.2
CC(CNS(=O)(=O)C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)CNS(=O)(=O)C,CC(CNS(C)(=O)=O)c1ccc(-c2ccc(C(C)CNS(C)(=O)=O)cc2)cc1,-7.1
COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)CC(C3=O)NC(=O)C4CCCCC4,COc1ccccc1N1CCN(CCCCN2C(=O)CC(NC(=O)C3CCCCC3)C2=O)CC1,-7.4
COC1=CC=C(C=C1)CNC(=O)C2=NC=C3C(=C2)C(=O)N(C=N3)CC4=CC=C(C=C4)C(=O)O,COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1,-8.4
C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,-9.3
C1CC2=C(C1NC(=O)C3=C(C(=C(C(=C3F)F)F)F)F)C=CC(=C2)S(=O)(=O)N,NS(=O)(=O)c1ccc2c(c1)CCC2NC(=O)c1c(F)c(F)c(F)c(F)c1F,-9.6
CC1(OC2C=C3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,CC1(C)OC2C=C3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-7.5
CC1=NN(C(=C1)NC(=O)C2C(SC3N2C(=O)C(CCC3)NC(=O)C(C)NC)(C)C)C4=CC=CC=C4,CNC(C)C(=O)NC1CCCC2SC(C)(C)C(C(=O)Nc3cc(C)nn3-c3ccccc3)N2C1=O,-8.0
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=CC2=CC(=CC=C2)Br,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C=Cc1cccc(Br)c1,-8.6
CC(=O)NC1=NC=C(C=C1)NC2=NC=CC(=N2)C3=CC(=C(C=C3)N4CC(C4)O)C#N,CC(=O)Nc1ccc(Nc2nccc(-c3ccc(N4CC(O)C4)c(C#N)c3)n2)cn1,-7.2
CC1=C2C(=CC=C1)CO[P@@](=O)(O2)OC[C@@H]3C=C[C@@H](O3)N4C=C(C(=O)NC4=O)C,Cc1cccc2c1O[P@@](=O)(OC[C@@H]1C=C[C@H](n3cc(C)c(=O)[nH]c3=O)O1)OC2,-9.2
C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4([C@]3([C@H](C[C@]2([C@]1(C(=O)CO)O)C)O)Cl)C,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,-7.4
COC1=CC=CC=C1N2CCN(CC2)CCNC(=O)C3CCC(=O)N3C(=O)C4CCCCC4,COc1ccccc1N1CCN(CCNC(=O)C2CCC(=O)N2C(=O)C2CCCCC2)CC1,-8.5
COC1=CC(=C(C(=C1)O)C(=O)OCC2=CC=C(C=C2)F)C=CCN3C(=O)C=CC3=O,COc1cc(O)c(C(=O)OCc2ccc(F)cc2)c(C=CCN2C(=O)C=CC2=O)c1,-7.9
CCOC1=C(C=CC(=C1)CN2CCC(CC2)NC3=NC4=C(O3)C=CC(=C4)S(=O)(=O)N)OC,CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,-7.7
COC1=CC=CC(=C1)N2C3=NC=NC(=C3C=N2)N/N=C\C4=CC=C(C=C4)S(=O)(=O)C,COc1cccc(-n2ncc3c(N/N=C\c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,-8.5
C1CCC(C1)C(=O)N2CCCC2C(=O)NCCN3CCN(CC3)C4=CC(=CC=C4)Cl,O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)C1CCCN1C(=O)C1CCCC1,-7.2
COC1=CC=CC=C1N2CCN(CC2)CCNC(=O)C3CCCN3C(=O)C4CCCCC4,COc1ccccc1N1CCN(CCNC(=O)C2CCCN2C(=O)C2CCCCC2)CC1,-7.8
C1CN(CCN1CCN2C(=O)CC(C2=O)NC(=O)C3=CC=CC=C3)C4=CC(=CC=C4)Cl,O=C(NC1CC(=O)N(CCN2CCN(c3cccc(Cl)c3)CC2)C1=O)c1ccccc1,-7.5
C1CC(C1)(CO)NC2=NC(=NC3=C2S(=O)CC3)N4CCC(CC4)C5=NC=C(C=N5)Cl,O=S1CCc2nc(N3CCC(c4ncc(Cl)cn4)CC3)nc(NC3(CO)CCC3)c21,-7.3
