SMILES,Docked_SMILES,Score
C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=CN=CC5=C4C=CN5,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,-9.1
CCCCN1C2=CC=CC=C2C(=C3C(=O)N4C(=NC(=N4)C5=CC=CC=C5OC(=O)C)S3)C1=O,CCCCN1C(=O)C(=c2sc3nc(-c4ccccc4OC(C)=O)nn3c2=O)c2ccccc21,-8.3
C[C@@H](C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@H](CN2C(=O)C)C3=CNC4=C3C=C(C=C4)F)C(C)(C)C)NC,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3ccc(F)cc13)CN2C(C)=O)C(C)(C)C,-8.8
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@@]3([C@@H](C[C@@]2([C@@]1(C(=O)COC(=O)C)O)C)O)F)C,CC(=O)OCC(=O)[C@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,-7.9
C[C@]12C[C@H]([C@@]3([C@H]([C@@H]1C[C@@H]4[C@@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,-7.8
C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](CSC4=O)C(F)F,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)SC[C@H]3C(F)F)nc1-2)C(N)=O,-7.7
CC1=C2C=CN(C2=NC=N1)C3CC(C(C3O)O)OC4=C5CNCCC5=C(C(=C4)C(F)F)F,Cc1ncnc2c1ccn2C1CC(Oc2cc(C(F)F)c(F)c3c2CNCC3)C(O)C1O,-9.6
CC(C)C[C@@H](C(=O)NC1=NC(=CS1)C2=CC=C(C=C2)F)NC(=O)[C@@H]3[C@H](O3)C(=O)O,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)Nc1nc(-c2ccc(F)cc2)cs1,-9.1
CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=NC=C(C=C4)F)F,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cn2)CC1,-7.9
CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-7.3
C=CCN1C(=O)C2=C(N=C1SCC(=O)N3CCOCC3)SC4=C2CCCC4,C=CCn1c(SCC(=O)N2CCOCC2)nc2sc3c(c2c1=O)CCCC3,-8.2
CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)N4CCN(CC4)C5=NC=CC=N5,CC1Cc2ccccc2N1S(=O)(=O)c1cccc(C(=O)N2CCN(c3ncccn3)CC2)c1,-9.4
C1CCN(C1)C(=O)C(C(C2=CC(=C(C=C2)O)O)O)NCCCC3=CC=C(C=C3)F,O=C(C(NCCCc1ccc(F)cc1)C(O)c1ccc(O)c(O)c1)N1CCCC1,-8.3
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)S(=O)(=O)C4=CC=C(S4)Cl,O=C1NCN(c2ccccc2)C12CCN(S(=O)(=O)c1ccc(Cl)s1)CC2,-8.1
C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@@H]3[C@H]2[C@H](CN3C(=O)C)C4=CNC5=C4C=CC(=C5)F)N,CC(=O)N1C[C@H](c2c[nH]c3cc(F)ccc23)[C@@H]2[C@H]1CCN2C(=O)[C@@H](NC(=O)[C@H](C)N)C1CCCCC1,-9.6
COC1=CC(=C(C=C1)CNC(=O)C2=CC(=O)NC3=C2C=C(C=C3)S(=O)(=O)N4CCCC4)OC,COc1ccc(CNC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCCC4)cc23)c(OC)c1,-8.7
CC(C1CCCCCCC1)NC(=O)N2C(C(C2=O)CC3=CC(=NC=C3)N)C(=O)O,CC(NC(=O)N1C(=O)C(Cc2ccnc(N)c2)C1C(=O)O)C1CCCCCCC1,-9.1
CC1(C2C(C(N1C)CC3=CC=C(C=C3)C(=N)N)C(=O)N(C2=O)CC4=CC=CC=C4)C,CN1C(Cc2ccc(C(=N)N)cc2)C2C(=O)N(Cc3ccccc3)C(=O)C2C1(C)C,-8.6
CC(=O)NC1=CC2=C(C=C1)OCCOCCOC3=CC=CC=C3OCCOCCO2,CC(=O)Nc1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,-8.4
CN(C)CCNC(=O)C1=CC(=CC(=C1)C2=C(SC(=C2)Cl)Cl)C(=O)N=C(N)N,CN(C)CCNC(=O)c1cc(C(=O)N=C(N)N)cc(-c2cc(Cl)sc2Cl)c1,-8.6
C1CCC(CC1)C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C#N)S(=O)(=O)C4=CC=CC=C4Cl,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)C2CCCCC2)CC1,-8.7
C[C@]12CC[C@@H](C([C@@H]1C[C@@H](C3=C2C(=O)[C@H]([C@]4([C@]3(C(=O)C[C@@H]4[C@@]5(CCC(=O)O5)C)C)C)O)O)(C)C)O,CC1(C)[C@@H](O)CC[C@]2(C)C3=C([C@@H](O)C[C@@H]12)[C@]1(C)C(=O)C[C@H]([C@]2(C)CCC(=O)O2)[C@@]1(C)[C@H](O)C3=O,-8.0
C1CC1(C#N)NC(=O)[C@@H]2C[C@H](CN2C(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4Cl,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)c2ccccc2)CC1,-8.4
COC1=C(C(=CC(=C1)/C=N\NC(=O)C2=CC(=CC=C2)F)I)O,COc1cc(/C=N\NC(=O)c2cccc(F)c2)cc(I)c1O,-7.2
CC1(CCCC1N2C3=NC(=NC=C3C=C(C2=O)C(F)F)NC4CCN(CC4)S(=O)(=O)C)O,CC1(O)CCCC1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,-7.8
CN1C2=C(C(=O)N(C1=O)C)N3CCCN(C3=N2)CCOC4=C(C=C(C=C4)Cl)Cl,Cn1c(=O)c2c(nc3n2CCCN3CCOc2ccc(Cl)cc2Cl)n(C)c1=O,-8.8
CC1=CC2=C(C(=C1)OC)C3=C(C4=C(C=CC(=C4C(=C3)OC)O)C5C(C(C(O5)C(C)O)O)O)OC2=O,COc1cc2c(oc(=O)c3cc(C)cc(OC)c32)c2c(C3OC(C(C)O)C(O)C3O)ccc(O)c12,-7.8
COC(=O)C[C@@H]1C[C@H](NC1=O)COC2=CC=C(C=C2)C3=CC=C(C=C3)C(=N)NC(=O)OC,COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O,-8.3
C1CC(N(C1)C(=O)OCC2=CC3=CC=CC=C3N=C2)C(=O)NCC4CC(=NO4)Br,O=C(NCC1CC(Br)=NO1)C1CCCN1C(=O)OCc1cnc2ccccc2c1,-8.4
CC(C(=O)NC(C(=O)N1CCCC1C(=O)NC2CCCC3=CC=CC=C23)C(C)(C)C)NC,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,-7.0
CN1CC2=C(C=CC(=C2)C(=O)N(C)CC3=NC4=CC=CC=C4N3)NC(C1=O)CC(=O)O,CN(Cc1nc2ccccc2[nH]1)C(=O)c1ccc2c(c1)CN(C)C(=O)C(CC(=O)O)N2,-9.1
CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,-7.3
CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)C2=CC=CC=C2)CP(=O)(C(C)N)O,CC(NC(=O)C(Cc1ccc(-c2ccccc2)cc1)CP(=O)(O)C(C)N)C(=O)O,-8.2
CC1=C(C=C(C=C1)NC(=O)CCC2=CC(=CC=C2)NC3=CC(=O)N(C3=O)C4CCC(=O)NC4=O)Cl,Cc1ccc(NC(=O)CCc2cccc(NC3=CC(=O)N(C4CCC(=O)NC4=O)C3=O)c2)cc1Cl,-9.9
C1CC2CN(CC2NC1)C3=C(C=C4C(=C3OC(F)F)N(C=C(C4=O)C(=O)O)C5CC5)F,O=C(O)c1cn(C2CC2)c2c(OC(F)F)c(N3CC4CCCNC4C3)c(F)cc2c1=O,-8.4
C[C@@H]1CC2=CC(=C(C=C2C(=NN1C(=O)NC)C3=CC=C(C=C3)N4CCN(CC4)C)OC)OC,CNC(=O)N1N=C(c2ccc(N3CCN(C)CC3)cc2)c2cc(OC)c(OC)cc2C[C@H]1C,-7.8
C1CN(CCC1C(=O)O)C(=S)SSC(=S)N2CCC(CC2)C(=O)O,O=C(O)C1CCN(C(=S)SSC(=S)N2CCC(C(=O)O)CC2)CC1,-7.6
CC1=CC=C(C=C1)N2C(=O)C3=C(CCS3)N=C2SCC(=O)NCC4CCCO4,Cc1ccc(-n2c(SCC(=O)NCC3CCCO3)nc3c(c2=O)SCC3)cc1,-7.6
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)CN3C=CN=C3,CCOC(=O)C1=C(Cn2ccnc2)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,-6.9
CC(C(=O)N1C2CCCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCCC21,-6.7
CC(=O)OCC(=O)C1(C(=C)CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O,-7.2
CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3CCCC4=CC=CC=C34)NC,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1CCCc2ccccc21)C1CCCCC1,-7.9
C1CC1OCCOC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4C([C@H](C([C@H](O4)CO)O)O)O)Cl,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)C(O)[C@@H](O)C1O,-7.5
CN1CCN(CC1)C2=NC(=NC(=C2)C3=CC4=C(CCN(C4)C(=O)CC5CCCC5)C=C3)N,CN1CCN(c2cc(-c3ccc4c(c3)CN(C(=O)CC3CCCC3)CC4)nc(N)n2)CC1,-8.2
CC#CCN1C(=CC(=O)N(C1=O)CC2=NC3=C(C=CC(=C3)Cl)C=C2)N4CCC[C@H](C4)N,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,-7.6
C1CC(N(C1)C2=NN3C(=NC=C3NC(=O)N4CCC(C4)O)C=C2)C5=C(C=CC(=C5)F)F,O=C(Nc1cnc2ccc(N3CCCC3c3cc(F)ccc3F)nn12)N1CCC(O)C1,-9.1
CN1C(=NN=N1)C(=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)/C=C/[C@@H](C[C@@H](CC(=O)O)O)O,Cn1nnnc1C(/C=C/[C@H](O)C[C@H](O)CC(=O)O)=C(c1ccc(F)cc1)c1ccc(F)cc1,-8.8
C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CCCCC3)O[C@H]1CNC)[C@@H](C)CO,CNC[C@@H]1Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C,-6.5
CN1CC2CC1CN2C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,CN1CC2CC1CN2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,-8.7
CC(C(=O)NC1C(=O)N(C2=CC=CC=C2C(=N1)C3=CC=CC=C3)C)NC(=O)OC(C)(C)C,CC(NC(=O)OC(C)(C)C)C(=O)NC1N=C(c2ccccc2)c2ccccc2N(C)C1=O,-7.3
C1CCN(NC1)C2=NC(=O)/C(=C/C3=C(C=C(C=C3)F)OC(=O)N4CCCC4)/S2,O=C1N=C(N2CCCCN2)S/C1=C\c1ccc(F)cc1OC(=O)N1CCCC1,-7.8
CCCN1C2=C(C(=O)N(C1=O)CCC)N3CCCN(C3=N2)CCC4=CC(=C(C=C4)OC)OC,CCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OC)c(OC)c2)n(CCC)c1=O,-7.9
C=CC(=O)NC1=CC=CC(=C1)CNC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCO,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCO)c3)ncc2Cl)c1,-8.5
CC(C(=O)NC1=CN=C(N(C1=O)CC(=O)NC2CCCC3=CC=CC=C23)C4=CC=CC=C4)NC,CNC(C)C(=O)Nc1cnc(-c2ccccc2)n(CC(=O)NC2CCCc3ccccc32)c1=O,-9.3
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)F)O)C)O,CC(=O)OCC(=O)C1(O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,-8.2
CCCCC1=CC2=C(C=C1)N=C(S2)NC(=O)CN3C=NC4=C3C(=O)N(C(=O)N4C)C,CCCCc1ccc2nc(NC(=O)Cn3cnc4c3c(=O)n(C)c(=O)n4C)sc2c1,-7.7
CC(=CC[C@@H]1[C@@](O1)(C)C2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C,CO[C@H]1C([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2,-6.5
CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1F)C(=O)N[C@@H]2CN(C3=CC=CC=C3N(C2=O)C)C,CN1C[C@@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)C(=O)N(C)c2ccccc21,-8.3
CC(C)(C)OC(=O)N[C@H](CC1=CC=CC=C1F)C(=O)N[C@@H]2CNC3=CC=CC=C3N(C2=O)C,CN1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)CNc2ccccc21,-8.7
CC1(C(=O)N(C(=O)N1)CC(=O)OCC(=O)N(C2CCCCC2)C3CCCCC3)C,CC1(C)NC(=O)N(CC(=O)OCC(=O)N(C2CCCCC2)C2CCCCC2)C1=O,-7.3
CCN1C=C(C(=O)C2=C1C=CC3=C2SC(=O)N3C)C(=O)OCCN4CCC(CC4)C,CCn1cc(C(=O)OCCN2CCC(C)CC2)c(=O)c2c3sc(=O)n(C)c3ccc21,-8.7
C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C\C[C@@H]1OC(=O)C)/COC(=O)C)OC(=O)/C(=C/CO)/C)C(=C)C(=O)O2,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](OC(C)=O)C/C=C(/COC(C)=O)C[C@@H](OC(=O)/C(C)=C/CO)[C@@H]12,-7.4
CC(=O)N1CCN(CC1)C2=NC(=C(C=C2)[N+](=O)[O-])C3=CC(=C(C=C3)F)/C=C\4/C(=O)NC(=O)S4,CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(-c3ccc(F)c(/C=C4\SC(=O)NC4=O)c3)n2)CC1,-8.7
CC(C(=O)NC1=NC=C(N(C1=O)CC(=O)NC2CCCC3=CC=CC=C23)C4=CC=CC=C4)NC,CNC(C)C(=O)Nc1ncc(-c2ccccc2)n(CC(=O)NC2CCCc3ccccc32)c1=O,-8.4
CC1=C(C(=O)N2C(=NNC2=N1)C)CC(=O)NC3=NC=C(S3)CC4=CC=CC=C4F,Cc1nc2[nH]nc(C)n2c(=O)c1CC(=O)Nc1ncc(Cc2ccccc2F)s1,-8.1
CC1=C(C=C[N+](=C1CS(=O)(=O)C2=NC3=CC=CC=C3N2)[O-])OCC(F)(F)F,Cc1c(OCC(F)(F)F)cc[n+]([O-])c1CS(=O)(=O)c1nc2ccccc2[nH]1,-7.8
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)S(=O)(=O)N(C)C)NC2=O)C,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc32)c1C,-7.1
CC(C)[C@@H](C(=O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)OCC2=CC=CC=C2,CC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,-7.6
CC(C1C2C3CCCC(C3=C(N2C1=O)C(=O)OC(C)OC(=O)OC4CCCCC4)OC)O,COC1CCCC2C1=C(C(=O)OC(C)OC(=O)OC1CCCCC1)N1C(=O)C(C(C)O)C21,-6.6
C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCN(C2)C(=O)OCC3=CC=CC=C3,C=CC(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)OCc3ccccc3)C2)cc1,-7.9
C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC(=C(C=C4)O)I)N,Nc1nc(NCCc2ccc(O)c(I)c2)nc2nc(-c3ccco3)nn12,-8.0
CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-7.9
CC1CN(CCN1)C2=C(C=C3C(=C2OC(F)F)N(C=C(C3=O)C(=O)O)C4CC4)F,CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1,-7.6
C1CC(CN(C1=O)CC(CC(=O)N2CCC3=C(C2)N=C(N=C3C(F)(F)F)C(F)(F)F)N)(F)F,NC(CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O,-8.4
CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)COC(=O)C)C(=O)O,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,-7.7
CCN(CC)CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-7.0
C[C@H]1[C@@H](CN1C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F)N,C[C@H]1[C@H](N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,-8.4
C1CN(C(=O)C1NS(=O)(=O)C2=CC3=C(S2)C=CC=N3)CC4=CC5=C(C=C4)C=CN=C5N,Nc1nccc2ccc(CN3CCC(NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12,-8.9
CC(C)CC(CC(=O)NO)C(=O)NC1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23,CC(C)CC(CC(=O)NO)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,-8.6
CC(C)C1=NC(=NC(=C1C=CC2CC(CC(=O)O2)O)C3=CC=C(C=C3)F)N(C)S(=O)(=O)C,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC1CC(O)CC(=O)O1,-7.5
CCN(CC)CCCNC(=O)CN1C(=O)C2=C(C3=C(N2C(=N1)C)C=CC=C3F)Br,CCN(CC)CCCNC(=O)Cn1nc(C)n2c(c(Br)c3c(F)cccc32)c1=O,-7.5
CC1=C(N(NC1=O)C2=CC=CC=C2)NC(=O)NC3CN(CC3C4=CC(=CC=C4)F)CCOC,COCCN1CC(NC(=O)Nc2c(C)c(=O)[nH]n2-c2ccccc2)C(c2cccc(F)c2)C1,-8.8
CC#CCOC1=CC=C(C=C1)S(=O)(=O)CC2(CCN(CC2)C(=O)C3=CC=C(C=C3)C)C(=O)NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)c3ccc(C)cc3)CC2)cc1,-8.2
C1CC2=C(C3=C(C=C(C=C3)CN4CCN(CC4)C5=NC=C(C=C5)C#N)NC2=O)NC1,N#Cc1ccc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)nc1,-8.7
CC(C)(C)N1CCNC(C1)C(=O)N2CCN(CC2)C(=O)NC3=CC(=C(C=C3)Cl)F,CC(C)(C)N1CCNC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(F)c3)CC2)C1,-7.4
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Br)C(=O)OC)C)COCCN(C)C,CCOC(=O)C1=C(COCCN(C)C)NC(C)=C(C(=O)OC)C1c1ccccc1Br,-6.3
CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=C(C=C4)C(=O)[O-])C(=O)O,CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)O)c3ccc(=[N+](C)C)cc-3oc2c1,-8.3
CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,-6.9
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](C3CCC2CC3)C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O,-7.3
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)OC4=CC=CC=C4)C(=O)O)C,CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-8.0
CC1=N[C@@]2([C@H](O1)CC3[C@@]2(C[C@@H](C4C3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]12C,-8.3
CN(C1=C(C=C(C=C1)Cl)C(=O)C2=CC=CC=C2Cl)C(=O)CN(CCO)CCO,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,-7.2
CO[C@H]1C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)NC5=C4C=CC(=C5)OC,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@@H]1OC,-6.8
CC1(N(C(CO1)C(=O)O)C(=O)CNC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C,CC1(C)OCC(C(=O)O)N1C(=O)CNC(=O)OCC1c2ccccc2-c2ccccc21,-9.3
CCCCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3OCCO3)Cl)N,CCCCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2OCCO2)CC1,-7.7
CC#CCOC1=CC=C(C=C1)S(=O)(=O)CC2(CCCN(C2)C(=O)OCC(C)C)C(=O)NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCCN(C(=O)OCC(C)C)C2)cc1,-7.1
COC1=CC2=C(C=C1)C(=O)C(=CN2CCN3CCOCC3)C(=O)NC4CCCCC4,COc1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(CCN3CCOCC3)c2c1,-8.3
CC(C)OC1=C(C=CC=C1NC(=O)C2=CSC3=C2N=CNC3=O)C(=O)N4CCN(CC4)C,CC(C)Oc1c(NC(=O)c2csc3c(=O)[nH]cnc23)cccc1C(=O)N1CCN(C)CC1,-7.5
C1CN(CC(C1O)N)C2=C(C=NC=C2)NC(=O)C3=CSC(=N3)C4=C(C=CC=C4F)F,NC1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CCC1O,-8.6
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)NC3=C(C(=CC=C3)OC)S(=O)(=O)N)NC,CNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1C,-7.7
COC1=CC=C(C=C1)C(C2=CC(=C(C(=C2)OC)OC)OC)N3C(CCC3=O)C(=O)OC,COC(=O)C1CCC(=O)N1C(c1ccc(OC)cc1)c1cc(OC)c(OC)c(OC)c1,-6.7
COC1=C(C=C2C(=C1)C(=CN2)C(=O)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=C4)OC,COc1cc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c2cc1OC,-8.2
CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C,-7.5
CC1=C(N=CN1)CN2CCN([C@H](C2=O)CC3=CC=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)OC,COC(=O)[C@H](CC(C)C)NC(=O)N1CCN(Cc2nc[nH]c2C)C(=O)[C@@H]1Cc1ccccc1,-6.2
C1CN(CCN1C2CC(=O)N(C2=O)C3=CC4=C(C=C3)OCCO4)C5=CC=CC=C5F,O=C1CC(N2CCN(c3ccccc3F)CC2)C(=O)N1c1ccc2c(c1)OCCO2,-8.0
C[C@@H](C(=O)NC1=NC=C(N(C1=O)CC(=O)N[C@@H]2CCCC3=CC=CC=C23)C4=CC=CC=C4)NC,CN[C@@H](C)C(=O)Nc1ncc(-c2ccccc2)n(CC(=O)N[C@@H]2CCCc3ccccc32)c1=O,-9.6
CS(=O)(=O)C1=C(C=C(C=C1)C(CC2CCCC2)C(=O)NC3=NC=C(N=C3)C(CO)O)Cl,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2cnc(C(O)CO)cn2)cc1Cl,-7.9
CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)F)O)O)Cl,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](F)[C@H](O)[C@H]3O)ccc2Cl)cc1,-7.9
